adhd_anx_bd_ud_scz_cog	adhd_anx_bd_ud_scz	adhd_anx_scz_ud_cog	adhd_bd_scz_ud_cog	anx_bd_scz_ud_cog	adhd_anx_bd_ud_cog	adhd_anx_bd_scz_cog	adhd_bd_scz_ud	anx_bd_ud_cog	anx_scz_ud_cog	bd_scz_ud_cog	anx_bd_scz_cog	anx_bd_scz_ud	adhd_scz_ud_cog	adhd_bd_ud_cog	adhd_bd_scz_cog	adhd_anx_ud_cog	adhd_anx_scz_cog	adhd_anx_scz_ud	adhd_anx_bd_cog	adhd_anx_bd_ud	adhd_anx_bd_scz	anx_bd_scz	adhd_scz_ud	anx_scz_ud	bd_scz_ud	bd_scz_cog	anx_ud_cog	scz_ud_cog	bd_ud_cog	anx_scz_cog	anx_bd_cog	anx_bd_ud	adhd_ud_cog	adhd_scz_cog	adhd_bd_cog	adhd_bd_ud	adhd_bd_scz	adhd_anx_cog	adhd_anx_ud	adhd_anx_scz	adhd_anx_bd	adhd_anx	bd_scz	anx_ud	bd_ud	scz_ud	anx_cog	bd_cog	ud_cog	scz_cog	anx_scz	anx_bd	adhd_cog	adhd_ud	adhd_scz	adhd_bd
0	0	0	0	1	0	0	0	1	1	1	3	1	1	2	1	0	0	1	0	2	1	5	5	5	6	7	5	5	11	9	8	6	4	4	7	8	6	2	6	3	3	11	33	22	34	38	28	37	32	27	26	23	21	23	22	26
0	1	0	0	0	0	0	1	0	1	1	1	2	0	2	0	1	1	3	0	2	1	4	4	7	9	8	6	6	5	7	3	3	8	2	4	4	4	4	7	6	3	20	30	28	25	38	30	30	28	30	30	12	30	21	18	13
0	1	0	1	0	0	0	2	2	1	4	2	4	1	2	1	1	0	1	1	2	1	11	7	8	12	10	8	10	10	3	9	9	6	3	5	8	4	6	8	3	3	19	34	32	31	41	27	32	33	31	28	29	26	29	19	17
0	0	0	0	0	0	0	1	1	1	1	2	2	1	2	1	2	2	0	1	3	1	5	3	8	9	7	6	8	10	7	6	7	7	6	6	7	6	6	8	6	7	22	30	32	28	37	25	35	36	36	27	23	19	23	21	22
0	0	0	0	1	0	0	0	1	1	2	1	1	3	0	0	0	1	2	0	0	0	5	7	8	6	5	3	8	5	5	3	3	7	4	2	4	3	3	2	6	1	15	31	25	25	33	22	26	33	31	36	18	18	22	26	13
0	0	0	0	1	1	0	0	4	1	3	2	4	1	2	2	2	2	1	2	1	1	7	3	9	8	8	7	10	8	6	10	11	7	8	8	6	6	6	3	6	4	17	30	28	36	30	30	31	32	36	33	25	23	27	25	22
0	0	0	0	1	0	1	1	3	3	1	3	3	0	1	1	1	2	1	1	1	3	10	3	8	7	7	8	10	8	9	7	7	7	5	6	5	5	4	3	6	5	20	31	32	31	40	27	33	37	32	28	26	23	18	14	19
0	0	1	0	0	0	0	0	0	2	1	2	3	1	1	0	1	1	1	0	0	0	9	3	9	7	9	7	7	12	6	5	6	3	3	1	3	3	1	3	4	3	13	33	28	33	26	22	28	44	32	32	26	9	20	23	18
0	0	1	0	0	0	0	1	1	4	1	2	1	1	0	1	1	1	2	0	0	0	5	7	7	4	5	7	15	8	12	6	5	1	4	2	2	4	2	2	3	4	16	27	31	26	43	30	32	36	40	23	26	13	13	19	17
0	0	0	2	0	0	0	2	3	2	4	1	3	4	2	2	0	1	0	1	0	1	8	7	8	12	7	9	11	11	5	7	11	4	8	4	4	5	6	4	2	6	20	34	33	36	44	29	29	33	29	21	30	22	18	17	18
0	0	0	0	0	0	1	0	1	1	1	2	2	1	0	1	0	1	0	3	1	2	5	2	4	9	4	3	10	6	7	8	6	2	5	5	2	4	6	4	4	5	17	28	25	31	38	26	22	33	29	28	22	18	11	20	20
0	0	1	2	0	0	0	2	3	3	4	1	0	3	2	2	1	1	2	0	0	1	4	6	7	6	8	13	11	13	8	7	6	6	6	3	2	4	3	8	4	2	18	31	34	28	30	32	27	45	38	28	21	20	23	22	13
0	0	0	1	0	0	2	1	0	1	2	3	1	3	1	4	0	3	1	2	0	3	6	6	6	4	14	7	13	3	8	7	4	4	9	6	6	6	6	2	6	4	20	28	23	28	34	26	29	34	44	28	25	22	22	21	21
0	1	0	0	0	1	0	4	1	0	3	1	2	1	2	0	1	1	1	1	3	1	5	10	5	13	5	7	9	9	4	4	6	6	8	4	10	7	3	4	3	3	15	32	27	35	46	22	27	37	30	24	19	28	24	27	19
0	0	0	0	1	0	0	2	1	2	3	3	1	2	0	0	0	0	1	0	0	0	5	6	8	6	14	6	12	4	5	5	5	3	7	2	6	5	5	5	2	2	19	33	26	27	34	24	27	32	41	30	19	21	22	19	18
0	0	0	1	0	1	0	2	2	2	1	3	2	1	2	1	2	1	0	2	1	1	11	5	7	8	8	7	6	9	7	8	5	6	4	6	4	6	6	2	4	6	15	42	25	24	31	25	33	32	32	36	25	23	25	24	21
0	0	0	1	0	0	0	2	2	1	2	2	1	3	1	2	1	0	0	0	0	0	5	7	7	5	8	9	11	10	5	9	6	8	6	4	3	6	1	1	2	1	13	24	27	30	42	28	34	38	37	27	19	21	20	22	23
0	0	0	0	0	0	0	0	0	2	0	0	0	3	1	0	0	2	0	0	0	1	1	6	7	8	6	5	8	6	8	3	3	5	6	2	3	3	2	2	4	2	14	30	28	31	37	17	29	32	39	25	23	14	19	21	15
1	1	1	1	1	1	1	1	3	1	3	1	3	1	3	2	2	1	1	1	2	2	10	3	4	8	7	8	9	11	1	8	11	9	5	10	6	5	3	3	5	3	11	35	27	35	30	25	35	39	26	25	25	25	22	19	23
0	1	0	0	0	0	0	1	0	0	3	2	1	1	0	0	1	1	1	0	1	1	7	5	6	7	8	5	12	7	5	4	5	6	2	2	2	4	4	7	8	3	21	31	28	28	34	25	24	38	38	30	21	16	22	25	15
0	0	1	1	0	0	1	1	2	1	4	1	0	4	1	2	2	5	3	1	0	1	2	9	9	7	9	5	14	12	7	5	5	7	10	4	2	4	8	7	10	4	23	31	26	31	38	25	33	42	37	25	18	28	22	28	17
0	0	0	0	1	0	0	2	2	5	3	1	1	0	1	0	0	0	0	0	0	3	7	4	8	11	6	7	12	5	10	4	5	6	6	3	8	7	0	2	6	4	14	33	23	34	44	27	27	34	38	29	20	24	26	26	19
0	0	0	0	1	1	0	1	3	4	2	1	1	1	2	0	2	1	0	1	2	1	4	7	4	10	3	9	8	13	12	5	6	4	6	4	6	5	5	4	5	5	17	29	30	33	34	28	32	29	41	27	22	18	19	27	22
0	0	0	0	0	0	0	1	2	0	3	0	1	0	0	0	1	2	2	0	1	0	7	6	7	9	5	9	6	8	5	2	6	4	3	2	3	6	4	6	6	2	19	30	27	30	36	22	26	35	28	32	26	17	24	26	16
0	0	0	1	0	0	0	1	3	2	2	4	1	3	1	1	0	0	0	1	1	0	9	6	7	9	10	7	10	9	8	11	6	6	6	5	5	4	2	3	1	3	12	36	28	30	39	21	30	35	35	32	28	23	21	23	17
0	0	0	1	1	0	1	1	1	2	3	2	1	2	2	4	1	2	1	1	0	1	5	5	6	14	8	3	6	5	8	5	3	4	10	8	3	6	5	5	8	4	23	38	23	35	44	25	26	33	35	29	22	19	20	25	21
0	0	0	0	0	0	0	1	1	1	2	1	1	1	0	0	2	0	1	2	0	1	8	5	7	7	4	6	9	8	4	8	4	6	3	3	3	2	8	5	3	5	22	27	29	25	34	27	29	38	29	25	24	24	24	14	11
0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	8	10	7	5	8	6	7	6	3	5	3	4	4	5	3	0	3	0	1	10	29	35	30	36	18	30	36	34	21	17	20	30	18	17
0	0	0	0	1	0	1	0	1	2	2	5	1	0	1	1	0	1	0	1	0	3	8	2	5	6	9	3	10	8	9	6	8	5	3	6	6	4	1	1	5	5	13	30	24	36	34	23	30	41	33	30	23	20	19	16	26
0	0	0	0	0	0	0	0	2	1	2	1	0	2	0	0	1	1	0	0	1	0	7	2	3	8	6	6	8	5	6	7	5	4	5	4	3	2	3	3	4	1	13	32	23	24	34	29	26	31	33	25	32	17	19	18	16
0	0	0	2	1	0	0	3	1	2	4	3	3	2	3	2	0	2	0	0	2	0	5	6	9	14	7	7	8	8	7	8	8	7	4	6	11	6	5	7	7	3	24	28	33	43	40	26	31	33	22	28	24	18	30	25	24
0	0	0	0	1	0	0	0	1	2	2	3	2	0	0	0	2	0	1	0	1	0	4	4	8	5	8	7	5	5	8	5	8	6	5	2	2	2	2	6	4	5	17	26	32	31	23	25	24	34	35	25	28	19	23	23	16
0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	1	1	0	0	0	0	1	5	2	3	6	5	4	10	8	1	6	4	1	6	2	0	4	2	4	4	3	16	25	26	26	35	19	31	35	26	24	25	20	16	23	12
0	1	0	0	1	0	0	2	1	4	3	3	2	2	5	1	0	0	2	1	2	1	6	6	8	7	11	8	12	12	9	9	3	10	5	9	8	4	3	3	5	3	18	27	22	29	33	30	38	38	41	23	20	25	22	20	21
0	0	0	0	0	0	0	0	0	2	3	1	0	2	0	0	1	1	2	2	0	0	5	5	9	10	5	6	9	7	6	6	7	5	8	5	2	1	6	7	5	6	22	33	29	35	38	27	25	36	30	27	27	24	22	21	15
0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	2	0	0	1	0	1	0	6	3	10	5	7	5	3	3	3	6	4	4	4	4	6	3	1	3	1	3	8	30	25	33	31	25	31	27	22	32	23	16	28	16	19
0	0	1	0	0	1	0	0	1	3	1	0	0	1	2	0	3	1	2	1	3	0	3	5	4	8	7	9	7	6	6	2	6	7	5	3	7	1	6	6	6	6	20	31	26	34	29	24	22	41	30	27	21	20	27	21	18
0	0	0	2	0	0	1	2	3	3	3	2	0	2	6	3	0	1	0	1	0	1	4	4	7	8	9	7	10	15	11	8	3	8	6	8	9	5	3	4	4	2	14	33	24	32	38	31	31	44	39	29	18	17	23	23	20
1	2	1	2	1	1	1	4	1	2	2	2	3	3	3	2	1	1	3	2	2	4	10	7	9	5	6	5	9	6	8	6	7	6	3	8	8	9	4	4	7	6	14	27	32	27	40	22	28	32	27	33	29	19	19	22	25
0	0	1	0	0	0	0	0	0	1	0	2	2	2	1	2	2	1	4	1	0	0	7	5	9	6	8	6	7	6	7	5	4	11	6	4	2	4	5	5	5	5	17	28	26	22	34	24	33	38	34	33	27	21	25	20	16
0	0	1	0	0	1	0	1	2	2	0	1	1	1	2	0	2	5	2	1	2	0	3	5	14	4	5	6	8	7	9	5	8	5	8	4	6	2	6	5	7	3	17	20	30	37	44	24	26	31	32	33	19	22	17	24	15
0	0	2	2	0	0	1	5	0	4	3	2	3	4	3	3	3	3	2	1	2	1	7	9	12	13	6	9	14	6	11	4	6	7	10	5	9	7	6	6	3	5	16	28	32	34	48	30	21	34	40	30	29	27	27	21	21
0	1	0	0	1	0	0	2	1	2	2	1	3	0	0	2	1	1	1	1	2	2	10	4	7	7	7	6	12	4	8	7	5	4	7	7	6	5	6	4	3	5	15	32	18	31	43	31	26	29	38	29	32	26	19	17	20
0	0	0	0	0	0	0	0	1	0	2	0	1	0	1	0	0	0	2	1	1	1	5	3	6	7	3	7	11	7	2	5	4	5	3	6	4	3	1	6	3	4	15	34	26	31	38	25	30	37	33	23	21	22	24	13	18
0	1	0	0	0	0	0	2	3	1	2	0	3	3	1	0	2	2	3	0	1	1	5	10	9	11	7	9	11	10	5	4	13	9	9	2	4	8	6	8	7	3	23	29	36	37	39	22	26	38	36	26	28	22	26	34	18
0	1	0	0	0	1	0	2	2	1	0	2	2	1	1	0	2	0	1	1	4	2	10	5	6	10	7	7	4	6	6	5	9	5	5	2	9	8	4	11	2	5	16	37	36	35	33	27	24	34	30	29	25	16	24	21	25
0	0	0	1	0	0	1	2	2	2	3	1	1	3	1	2	0	1	2	2	0	3	7	9	8	11	7	4	14	7	6	6	4	4	5	3	5	8	5	4	7	5	18	32	24	35	42	29	23	27	34	24	22	17	25	30	16
0	0	0	0	0	0	0	0	0	2	2	3	0	1	0	0	0	1	0	1	1	2	5	2	6	4	7	7	13	8	6	7	5	2	6	2	4	5	6	1	5	7	21	27	24	31	35	34	30	37	39	25	25	16	19	21	18
0	1	0	0	1	0	0	1	1	1	2	2	3	2	1	1	0	1	1	0	1	1	5	5	7	5	7	5	11	6	4	6	5	4	4	6	6	3	4	7	2	3	17	30	33	27	39	23	31	35	31	17	22	18	21	14	22
0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	1	2	3	1	0	1	3	7	10	3	3	7	9	6	7	6	1	3	13	2	4	6	5	6	6	2	13	25	34	24	37	30	25	37	33	25	15	26	20	33	18
0	1	0	0	1	0	0	2	1	4	2	2	2	0	1	0	1	1	2	0	1	1	7	3	9	9	10	7	6	10	9	3	5	3	5	5	4	3	4	7	3	4	17	38	26	29	28	27	33	37	30	30	21	21	24	17	19
1	1	1	1	2	1	1	1	4	6	2	2	3	2	1	1	1	1	2	1	1	1	5	5	10	9	7	10	10	7	9	7	5	8	2	3	7	5	4	5	3	2	14	33	28	31	40	23	26	43	31	28	21	18	28	20	17
0	0	0	0	1	0	1	0	3	2	3	2	4	2	0	2	0	1	1	1	2	1	7	8	9	9	11	8	9	12	6	8	12	4	5	2	5	3	3	5	4	4	14	28	31	37	37	25	31	29	31	25	23	19	25	22	15
1	1	1	1	1	1	1	2	2	3	1	2	1	2	2	1	2	1	5	1	2	1	7	11	12	7	9	7	7	5	4	9	6	6	6	3	4	3	2	13	7	2	19	39	39	25	36	24	31	32	33	33	22	17	29	22	12
0	2	0	0	0	0	0	2	2	1	1	2	2	0	2	1	0	1	3	0	4	2	6	4	9	9	6	4	3	9	7	12	9	4	5	4	11	5	4	8	6	4	19	27	34	39	32	30	37	32	26	26	25	19	21	21	18
0	0	0	0	1	0	0	0	2	2	1	2	4	3	1	0	0	0	0	0	0	0	8	5	9	6	5	8	9	8	7	5	8	4	5	2	3	2	2	1	4	1	14	26	28	30	36	25	25	36	31	33	27	15	16	21	13
0	0	1	0	0	0	0	1	0	4	2	1	0	1	2	0	2	2	1	1	0	2	5	6	7	7	8	7	9	6	9	6	5	7	3	5	4	6	5	8	6	4	23	32	35	28	44	26	31	31	37	25	24	19	25	21	18
0	1	0	0	0	0	0	2	2	2	2	2	4	1	0	0	0	0	1	2	1	1	8	8	9	11	10	7	13	7	6	7	7	2	1	4	5	2	5	3	6	4	19	30	29	29	41	29	27	37	40	29	22	15	22	22	16
0	0	1	0	1	0	0	0	2	5	4	1	1	1	1	1	1	1	1	0	0	0	4	3	12	9	9	9	13	14	10	7	4	3	5	3	3	4	1	1	3	2	13	33	32	32	37	27	35	37	39	29	17	12	17	24	18
1	1	2	1	2	1	1	1	2	3	3	2	2	2	1	1	5	4	2	1	2	1	8	6	5	12	7	10	8	9	9	8	5	7	6	2	3	3	11	8	4	6	18	34	29	30	39	33	34	30	31	27	29	25	23	18	13
0	1	0	0	1	1	0	1	2	2	3	2	2	2	1	0	1	2	2	1	2	2	6	4	7	8	9	6	13	7	6	6	7	3	9	1	6	5	6	4	7	6	18	31	30	35	36	26	28	27	37	28	23	22	16	26	18
0	0	0	0	2	0	0	0	5	2	4	2	2	1	1	1	1	1	2	1	0	0	6	5	8	11	6	10	11	10	5	6	10	4	5	6	1	3	5	7	4	3	21	29	33	31	43	24	23	34	35	22	25	23	20	21	16
1	1	3	1	1	1	1	1	2	5	2	2	1	4	1	2	4	5	3	1	1	1	7	6	9	7	9	12	11	6	11	4	4	7	11	6	1	4	7	4	6	2	11	35	30	25	31	32	31	39	39	30	22	24	19	31	16
0	1	0	0	0	0	0	3	1	3	0	0	5	1	1	0	0	1	1	0	1	1	6	6	12	10	2	5	10	7	9	3	11	3	3	2	9	4	3	4	5	2	15	25	31	38	37	22	20	36	30	31	24	15	26	21	21
1	1	1	2	2	1	1	2	3	4	6	2	4	4	2	3	2	3	2	2	1	1	4	11	11	10	14	7	12	9	8	5	11	6	10	7	5	7	6	5	6	3	16	35	32	30	45	29	31	28	43	26	20	24	25	28	21
0	1	1	0	0	0	0	2	1	1	1	4	1	1	1	0	1	2	2	0	2	2	7	7	4	5	11	7	8	12	12	8	6	6	4	1	6	4	3	6	5	5	13	24	26	33	31	27	33	37	38	30	28	20	28	19	16
0	0	0	0	0	0	0	1	0	3	0	0	2	1	2	1	1	1	2	0	1	0	4	5	12	9	2	6	11	6	4	3	5	4	6	4	5	3	3	9	4	3	22	27	34	39	43	26	22	30	28	24	21	19	25	17	17
0	1	0	1	0	0	0	2	1	0	2	0	3	2	1	3	0	0	1	0	1	1	5	6	6	12	6	7	7	6	4	7	8	4	4	4	6	5	4	3	2	5	17	37	29	30	40	29	28	33	26	25	26	16	25	17	23
0	0	1	0	1	0	0	0	3	3	6	1	1	1	1	0	1	1	2	0	1	0	5	2	8	9	12	9	11	12	6	6	5	4	6	2	5	2	2	6	2	2	15	36	26	31	33	30	28	38	36	26	23	16	24	15	15
0	0	0	0	0	1	0	0	1	2	2	2	2	2	3	1	2	0	0	2	1	1	11	7	8	8	10	8	11	9	6	5	4	6	3	6	4	5	5	3	2	5	17	30	27	25	44	21	27	39	39	33	20	18	17	18	19
0	1	0	0	0	0	0	1	1	1	1	0	2	2	1	2	0	2	3	1	1	2	10	5	10	8	11	8	8	5	4	2	6	7	10	7	3	5	5	6	7	5	24	40	30	25	38	19	25	34	33	29	22	29	16	21	20
0	0	0	1	0	0	0	2	1	1	1	1	0	2	1	1	1	0	2	0	0	0	3	7	5	8	6	4	7	4	6	6	8	8	3	8	4	3	3	5	4	1	19	26	26	33	35	25	27	27	27	27	29	28	24	17	18
1	1	1	1	1	1	1	1	2	5	2	3	1	2	3	3	3	1	1	2	1	2	6	5	11	4	9	11	13	8	9	8	4	8	7	6	8	7	6	4	2	7	16	27	33	32	39	27	27	41	37	28	27	25	24	22	25
0	0	1	0	0	0	0	1	2	2	0	0	1	3	1	0	1	2	1	0	2	0	4	9	6	5	2	11	6	9	8	4	5	7	9	3	7	4	5	6	4	5	17	27	30	27	35	27	22	41	28	29	21	23	28	28	18
0	0	0	0	0	0	1	1	0	2	2	2	0	1	1	1	0	2	0	1	0	2	7	5	5	5	7	7	9	7	7	5	4	7	7	3	4	5	5	0	4	3	15	27	25	33	36	25	31	38	30	27	22	21	21	24	19
0	0	0	0	1	1	2	2	4	1	2	5	2	0	3	4	1	2	1	3	1	2	8	5	4	6	12	7	4	9	9	9	8	6	4	10	6	6	7	4	4	4	17	32	22	24	27	26	35	35	30	26	23	22	23	22	22
0	1	1	0	0	0	0	1	1	3	5	0	2	1	0	1	3	3	3	0	3	2	5	4	9	14	11	9	14	9	6	4	9	5	5	4	5	4	6	7	8	4	17	35	39	39	39	23	25	32	37	25	21	26	20	19	20
0	1	1	0	0	0	0	3	0	2	3	1	2	1	0	0	2	2	2	2	2	4	8	6	8	11	11	4	9	6	7	5	5	3	6	2	6	8	5	4	6	8	21	38	23	35	35	22	30	30	34	24	25	15	24	26	19
0	0	0	0	1	0	0	0	3	2	2	2	3	1	0	0	0	0	0	0	0	1	9	3	6	11	6	6	7	8	5	11	6	5	6	1	5	5	3	2	1	2	13	35	21	33	36	29	29	35	29	25	31	21	19	20	20
0	0	1	0	0	0	0	1	1	3	1	1	3	2	2	1	3	1	3	0	0	1	8	5	11	8	8	9	11	7	5	6	7	9	6	3	5	6	4	7	5	1	17	33	34	34	40	25	29	39	36	25	25	24	21	23	15
