Gene_Name	Drug_Name	Interaction_Type	Source	Gene_Categories
MTHFR	NITROUS OXIDE		PharmGKB	Drug resistance,histone modification
MTHFR	ZINC SULFATE		NCI	Drug resistance,histone modification
MTHFR	WARFARIN		NCI	Drug resistance,histone modification
HLA-A	CARBAMAZEPINE		PharmGKB	Cell surface,druggable genome
HLA-A	Carbamazepine		FDA	Cell surface,druggable genome
HLA-A	3-Indolebutyric Acid		DrugBank	Cell surface,druggable genome
MDK	RETINOIC ACID		NCI	Drug resistance,druggable genome,growth factor
LCAT	TESTOSTERONE PROPIONATE		NCI	Druggable genome
LCAT	STREPTOZOTOCIN		NCI	Druggable genome
LCAT	TESTOSTERONE		NCI	Druggable genome
LCAT	PREDNISOLONE		NCI	Druggable genome
PRKD3	SOPHORETIN	inhibitor	MyCancerGenome	Druggable genome,kinase,serine threonine kinase
PRKD3	MIDOSTAURIN	inhibitor	ChemblInteractions	Druggable genome,kinase,serine threonine kinase
PRKD3	GSK-690693	inhibitor	ChemblInteractions	Druggable genome,kinase,serine threonine kinase
PRKD3	SOTRASTAURIN	inhibitor	ChemblInteractions	Druggable genome,kinase,serine threonine kinase
PRKD3	(7S)-HYDROXYL-STAUROSPORINE	inhibitor	ChemblInteractions	Druggable genome,kinase,serine threonine kinase
PRKD3	CEP-2563	inhibitor	ChemblInteractions	Druggable genome,kinase,serine threonine kinase
PRKD3	BRYOSTATIN		TdgClinicalTrial	Druggable genome,kinase,serine threonine kinase
PRKD3	BRYOSTATIN-1		TdgClinicalTrial	Druggable genome,kinase,serine threonine kinase
CYP2D6	GLUTETHIMIDE	inducer	TTD	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Codeine		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	CODEINE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	FLUPENTHIXOL		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	SPARTEINE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Fluvoxamine		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	ALBUMIN		NCI	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	HYDROXYCHLOROQUINE		NCI	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	PROPRANOLOL		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Propranolol		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	CLOZAPINE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Clozapine		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Paroxetine		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	PAROXETINE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	ACETAMINOPHEN		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Arformoterol		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	ATOMOXETINE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Atomoxetine		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	GINKGO BILOBA		NCI	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	HYPERICIN		NCI	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	CHLORPROMAZINE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	DOXEPIN		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Doxepin		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Valbenazine		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Palonosetron		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	RISPERIDONE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Risperidone		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	MIANSERIN		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Fesoterodine		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Nefazodone		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Darifenacin		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	GALANTAMINE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Galantamine		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	PERPHENAZINE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Perphenazine		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	DESIPRAMINE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Desipramine		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Iloperidone		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	ILOPERIDONE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	VENLAFAXINE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Venlafaxine		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	ERLOTINIB		NCI	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Metoprolol		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Nebivolol		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	GEFITINIB		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Thioridazine		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	DEBRISOQUINE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Duloxetine		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	YOHIMBINE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	CELECOXIB		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	CARVEDILOL		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Carvedilol		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Tramadol		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Dextromethorphan		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	DEXTROMETHORPHAN		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	FLUOXETINE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Fluoxetine		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	MIRTAZAPINE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Escitalopram		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	OLANZAPINE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	PIMOZIDE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Pimozide		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	TACROLIMUS		NCI	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Flibanserin		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	TOLTERODINE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Tolterodine		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	GARLIC		NCI	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	MODAFINIL		NCI	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	MODAFINIL		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Modafinil		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	METHYLPHENIDATE		NCI	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	PERHEXILINE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Imipramine		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Trimipramine		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	TRIMIPRAMINE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Citalopram		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	ARIPIPRAZOLE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Aripiprazole		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	TERBINAFINE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	AMPHETAMINE		NCI	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	TETRABENAZINE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Tetrabenazine		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	STREPTOZOTOCIN		NCI	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Protriptyline		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	PROTRIPTYLINE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Eliglustat		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Propafenone		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Paliperidone		DrugBank	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	NORTRIPTYLINE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Nortriptyline		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	TIOTROPIUM		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	DESLORATADINE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	VORICONAZOLE		NCI	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	FLECAINIDE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	MEXILETINE		NCI	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	MEXILETINE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Ondansetron		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Clomipramine		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	CLOMIPRAMINE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	MAPROTILINE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	ACTH		NCI	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Vortioxetine		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Cevimeline		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Rucaparib		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	ZUCLOPENTHIXOL		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Quinine Sulfate		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Amitriptyline		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP2D6	Brexpiprazole		FDA	Cytochrome p450,drug metabolism,druggable genome
NAGA	Glycerol		DrugBank	Druggable genome
ARL3	Guanosine-5'-Diphosphate		DrugBank	
NMRAL1	2-(4-CHLORO-PHENYLAMINO)-NICOTINIC ACID		DrugBank	
HMOX2	MORPHINE		NCI	
HMOX2	NADH		DrugBank	
HMOX2	BETAMETHASONE		NCI	
FURIN	PHENYLACETYL-ARG-VAL-ARG-4-AMIDINOBENZYLAMIDE	inhibitor	GuideToPharmacologyInteractions	Cell surface,druggable genome,protease,protease inhibitor
FURIN	Decanoic Acid		DrugBank	Cell surface,druggable genome,protease,protease inhibitor
FURIN	Pirfenidone		DrugBank	Cell surface,druggable genome,protease,protease inhibitor
PSMB9	Carfilzomib	inhibitor	DrugBank	Druggable genome,protease,tumor suppressor
PSMB9	CARFILZOMIB	inhibitor	MyCancerGenome	Druggable genome,protease,tumor suppressor
PSMB9	CARFILZOMIB	inhibitor	ChemblInteractions	Druggable genome,protease,tumor suppressor
PSMB9	BORTEZOMIB	inhibitor	MyCancerGenome	Druggable genome,protease,tumor suppressor
PSMB9	BORTEZOMIB	inhibitor	ChemblInteractions	Druggable genome,protease,tumor suppressor
PSMB9	IXAZOMIB CITRATE	inhibitor	ChemblInteractions	Druggable genome,protease,tumor suppressor
PSMB9	MARIZOMIB	inhibitor	ChemblInteractions	Druggable genome,protease,tumor suppressor
PSMB9	OPROZOMIB	inhibitor	ChemblInteractions	Druggable genome,protease,tumor suppressor
TMCO6	FLUTICASONE PROPIONATE		PharmGKB	Transporter
GHRL	CYT-009-GHRQB		TdgClinicalTrial	Druggable genome,hormone activity,kinase,serine threonine kinase,tyrosine kinase
GHRL	ARD-07		TdgClinicalTrial	Druggable genome,hormone activity,kinase,serine threonine kinase,tyrosine kinase
GHRL	TNF-ALPHA		NCI	Druggable genome,hormone activity,kinase,serine threonine kinase,tyrosine kinase
GHRL	RALOXIFENE		NCI	Druggable genome,hormone activity,kinase,serine threonine kinase,tyrosine kinase
GHRL	ETANERCEPT		NCI	Druggable genome,hormone activity,kinase,serine threonine kinase,tyrosine kinase
GHRL	IL-1RA		NCI	Druggable genome,hormone activity,kinase,serine threonine kinase,tyrosine kinase
GHRL	RISPERIDONE		NCI	Druggable genome,hormone activity,kinase,serine threonine kinase,tyrosine kinase
GHRL	PIOGLITAZONE		NCI	Druggable genome,hormone activity,kinase,serine threonine kinase,tyrosine kinase
GHRL	CELECOXIB		NCI	Druggable genome,hormone activity,kinase,serine threonine kinase,tyrosine kinase
GHRL	HUMAN CHORIONIC GONADOTROPIN		NCI	Druggable genome,hormone activity,kinase,serine threonine kinase,tyrosine kinase
GHRL	TPN		NCI	Druggable genome,hormone activity,kinase,serine threonine kinase,tyrosine kinase
GHRL	EPINEPHRINE		NCI	Druggable genome,hormone activity,kinase,serine threonine kinase,tyrosine kinase
GHRL	ROFECOXIB		NCI	Druggable genome,hormone activity,kinase,serine threonine kinase,tyrosine kinase
SF3B1	Spliceostatin A		CKB	Clinically actionable
HLA-B	Pazopanib		FDA	Cell surface,druggable genome
HLA-B	ABACAVIR		PharmGKB	Cell surface,druggable genome
HLA-B	Abacavir		FDA	Cell surface,druggable genome
HLA-B	CARBAMAZEPINE		NCI	Cell surface,druggable genome
HLA-B	CARBAMAZEPINE		PharmGKB	Cell surface,druggable genome
HLA-B	Carbamazepine		FDA	Cell surface,druggable genome
HLA-B	Oxcarbazepine		FDA	Cell surface,druggable genome
HLA-B	Phenytoin		FDA	Cell surface,druggable genome
HLA-B	THALIDOMIDE		NCI	Cell surface,druggable genome
XRCC3	FLUOROURACIL		PharmGKB	Dna repair,tumor suppressor
XRCC3	DOCETAXEL		PharmGKB	Dna repair,tumor suppressor
XRCC3	CISPLATIN		PharmGKB	Dna repair,tumor suppressor
POLG	Valproic Acid		FDA	Dna repair
HFE	EPOETIN ALFA		PharmGKB	Cell surface,druggable genome,external side of plasma membrane
SRR	Pyridoxal Phosphate	cofactor	DrugBank	Drug resistance
SRR	L-Serine		DrugBank	Drug resistance
HLA-DRA	NIVOLUMAB		CIViC	Cell surface,druggable genome
HLA-DRA	PEMBROLIZUMAB		CIViC	Cell surface,druggable genome
HLA-DRA	ATEZOLIZUMAB		CIViC	Cell surface,druggable genome
S100A10	DEXAMETHASONE		NCI	Drug resistance
PSCA	AGS-PSCA		TdgClinicalTrial	Druggable genome
PBRM1	Everolimus		CGI	Clinically actionable
CDK10	AZD-5438	inhibitor	ChemblInteractions	Druggable genome,kinase,serine threonine kinase,tumor suppressor
CDK10	PHA-793887	inhibitor	ChemblInteractions	Druggable genome,kinase,serine threonine kinase,tumor suppressor
CDK10	AT-7519	inhibitor	ChemblInteractions	Druggable genome,kinase,serine threonine kinase,tumor suppressor
CDK10	Roniciclib	inhibitor	ChemblInteractions	Druggable genome,kinase,serine threonine kinase,tumor suppressor
CDK10	ALVOCIDIB		TdgClinicalTrial	Druggable genome,kinase,serine threonine kinase,tumor suppressor
EPHX2	N-Cyclohexyl-N'-Decylurea		DrugBank	Drug metabolism,druggable genome
EPHX2	N-[(CYCLOHEXYLAMINO)CARBONYL]GLYCINE		DrugBank	Drug metabolism,druggable genome
EPHX2	AR9281		TdgClinicalTrial	Drug metabolism,druggable genome
EPHX2	N-Cyclohexyl-N'-(4-Iodophenyl)Urea		DrugBank	Drug metabolism,druggable genome
EPHX2	4-{[(CYCLOHEXYLAMINO)CARBONYL]AMINO}BUTANOIC ACID		DrugBank	Drug metabolism,druggable genome
EPHX2	N-Cyclohexyl-N'-(Propyl)Phenyl Urea		DrugBank	Drug metabolism,druggable genome
EPHX2	6-{[(CYCLOHEXYLAMINO)CARBONYL]AMINO}HEXANOIC ACID		DrugBank	Drug metabolism,druggable genome
ALMS1	GLYCINE	agonist	GuideToPharmacologyInteractions	Tumor suppressor
ALMS1	TAURINE	agonist	GuideToPharmacologyInteractions	Tumor suppressor
ALMS1	IVERMECTIN	agonist	GuideToPharmacologyInteractions	Tumor suppressor
ALMS1	β-ALANINE	agonist	GuideToPharmacologyInteractions	Tumor suppressor
ALMS1	ZN2+	allosteric modulator	GuideToPharmacologyInteractions	Tumor suppressor
ALMS1	ETHANOL	allosteric modulator	GuideToPharmacologyInteractions	Tumor suppressor
ALMS1	ATROPINE	antagonist	GuideToPharmacologyInteractions	Tumor suppressor
ALMS1	TROPISETRON	antagonist	GuideToPharmacologyInteractions	Tumor suppressor
ALMS1	PICROTOXININ	channel blocker	GuideToPharmacologyInteractions	Tumor suppressor
HLA-DRB1	Glatiramer Acetate	binder	DrugBank	Cell surface,druggable genome
HLA-DRB1	Lapatinib		FDA	Cell surface,druggable genome
HLA-DRB1	LYM-1		ChemblInteractions	Cell surface,druggable genome
AGER	VITAMIN B12		NCI	Druggable genome,kinase,serine threonine kinase
TRAPPC3	MYRISTIC ACID		DrugBank	
TRAPPC3	Palmitic Acid		DrugBank	
NEK1	COMPOUND 31 [PMID: 20936789]	inhibitor	GuideToPharmacologyInteractions	Druggable genome,kinase,serine threonine kinase,tumor suppressor,tyrosine kinase
HLA-DQA1	INTERFERON BETA-1B		PharmGKB	
HLA-DQA1	INTERFERON BETA-1A		PharmGKB	
HLA-DQA1	Lapatinib		FDA	
SRPK2	Phosphoaminophosphonic Acid-Adenylate Ester		DrugBank	Druggable genome,kinase,serine threonine kinase,tumor suppressor
SRPK2	Adenine		DrugBank	Druggable genome,kinase,serine threonine kinase,tumor suppressor
CACNA1C	Isradipine	inhibitor	DrugBank	Druggable genome,ion channel,transporter
CACNA1C	ISRADIPINE		TEND	Druggable genome,ion channel,transporter
CACNA1C	ISRADIPINE		TdgClinicalTrial	Druggable genome,ion channel,transporter
CACNA1C	ISRADIPINE	blocker	ChemblInteractions	Druggable genome,ion channel,transporter
CACNA1C	Nimodipine	inhibitor	DrugBank	Druggable genome,ion channel,transporter
CACNA1C	NIMODIPINE	blocker	ChemblInteractions	Druggable genome,ion channel,transporter
CACNA1C	Nisoldipine	inhibitor	DrugBank	Druggable genome,ion channel,transporter
CACNA1C	NISOLDIPINE	blocker	ChemblInteractions	Druggable genome,ion channel,transporter
CACNA1C	NISOLDIPINE	gating inhibitor	GuideToPharmacologyInteractions	Druggable genome,ion channel,transporter
CACNA1C	Cinnarizine	inhibitor	DrugBank	Druggable genome,ion channel,transporter
CACNA1C	VERAPAMIL		TEND	Druggable genome,ion channel,transporter
CACNA1C	Verapamil	inhibitor	DrugBank	Druggable genome,ion channel,transporter
CACNA1C	VERAPAMIL	channel blocker	GuideToPharmacologyInteractions	Druggable genome,ion channel,transporter
CACNA1C	VERAPAMIL		TdgClinicalTrial	Druggable genome,ion channel,transporter
CACNA1C	Felodipine	inhibitor	DrugBank	Druggable genome,ion channel,transporter
CACNA1C	FELODIPINE		TdgClinicalTrial	Druggable genome,ion channel,transporter
CACNA1C	FELODIPINE	blocker	ChemblInteractions	Druggable genome,ion channel,transporter
CACNA1C	Nitrendipine	inhibitor	DrugBank	Druggable genome,ion channel,transporter
CACNA1C	Nifedipine	inhibitor	DrugBank	Druggable genome,ion channel,transporter
CACNA1C	NIFEDIPINE	blocker	ChemblInteractions	Druggable genome,ion channel,transporter
CACNA1C	DILTIAZEM	channel blocker	GuideToPharmacologyInteractions	Druggable genome,ion channel,transporter
CACNA1C	MIBEFRADIL	channel blocker	GuideToPharmacologyInteractions	Druggable genome,ion channel,transporter
CACNA1C	Mibefradil	inhibitor	DrugBank	Druggable genome,ion channel,transporter
CACNA1C	PB2+	channel blocker	GuideToPharmacologyInteractions	Druggable genome,ion channel,transporter
CACNA1C	Nilvadipine	inhibitor	DrugBank	Druggable genome,ion channel,transporter
CACNA1C	Drotaverine	inhibitor	DrugBank	Druggable genome,ion channel,transporter
CACNA1C	BEPRIDIL HYDROCHLORIDE	blocker	ChemblInteractions	Druggable genome,ion channel,transporter
CACNA1C	GABAPENTIN	modulator	ChemblInteractions	Druggable genome,ion channel,transporter
CACNA1C	GABAPENTIN ENACARBIL	modulator	ChemblInteractions	Druggable genome,ion channel,transporter
CACNA1C	AZD1305	blocker	ChemblInteractions	Druggable genome,ion channel,transporter
CACNA1C	IMAGABALIN	modulator	ChemblInteractions	Druggable genome,ion channel,transporter
CACNA1C	Clevidipine		DrugBank	Druggable genome,ion channel,transporter
CACNA1C	CLEVIDIPINE		TdgClinicalTrial	Druggable genome,ion channel,transporter
CACNA1C	CLEVIDIPINE	blocker	ChemblInteractions	Druggable genome,ion channel,transporter
CACNA1C	DRONEDARONE HYDROCHLORIDE	blocker	ChemblInteractions	Druggable genome,ion channel,transporter
CACNA1C	AMLODIPINE MALEATE	blocker	ChemblInteractions	Druggable genome,ion channel,transporter
CACNA1C	PREGABALIN	modulator	ChemblInteractions	Druggable genome,ion channel,transporter
CACNA1C	ATAGABALIN	modulator	ChemblInteractions	Druggable genome,ion channel,transporter
CACNA1C	ELPETRIGINE	blocker	ChemblInteractions	Druggable genome,ion channel,transporter
CACNA1C	VERAPAMIL HYDROCHLORIDE	blocker	ChemblInteractions	Druggable genome,ion channel,transporter
