Gene_Name	Drug_Name	Interaction_Type	Source	Gene_Categories
CACNA1C	NICARDIPINE HYDROCHLORIDE	blocker	ChemblInteractions	Druggable genome,ion channel,transporter
CACNA1C	DILTIAZEM HYDROCHLORIDE	blocker	ChemblInteractions	Druggable genome,ion channel,transporter
MICA	CARBAMAZEPINE		PharmGKB	Cell surface
AS3MT	ARSENITE		PharmGKB	
FADS2	Alpha-Linolenic Acid	ligand	DrugBank	
FADS1	Alpha-Linolenic Acid	ligand	DrugBank	
FADS1	Icosapent	agonist	DrugBank	
CTSF	COMPOUND (R)-26 [PMID: 22686657]	inhibitor	GuideToPharmacologyInteractions	Druggable genome,protease
CTSF	[1-(1-Benzyl-3-Hydroxy-2-Oxo-Propylcarbamoyl)-2-Phenyl-Ethyl]-Carbamic Acid Benzyl Ester		DrugBank	Druggable genome,protease
HLA-DRB1	LYM-1		ChemblInteractions	Cell surface,druggable genome
HLA-DRB1	Glatiramer Acetate	binder	DrugBank	Cell surface,druggable genome
HLA-DRB1	Lapatinib		FDA	Cell surface,druggable genome
HLA-DRA	NIVOLUMAB		CIViC	Cell surface,druggable genome
HLA-DRA	PEMBROLIZUMAB		CIViC	Cell surface,druggable genome
HLA-DRA	ATEZOLIZUMAB		CIViC	Cell surface,druggable genome
HLA-DQB1	AMOXICILLIN		PharmGKB	
HLA-DQB1	CLAVULANATE		PharmGKB	
HLA-DQA1	Lapatinib		FDA	
HLA-DQA1	INTERFERON BETA-1A		PharmGKB	
HLA-DQA1	INTERFERON BETA-1B		PharmGKB	
BRD2	RVX 208	antagonist	GuideToPharmacologyInteractions	Druggable genome,kinase,serine threonine kinase
BRD2	BIC1	inhibitor	GuideToPharmacologyInteractions	Druggable genome,kinase,serine threonine kinase
BRD2	COMPOUND 4D [PMID: 21851057]	inhibitor	GuideToPharmacologyInteractions	Druggable genome,kinase,serine threonine kinase
BRD2	GW841819X	inhibitor	GuideToPharmacologyInteractions	Druggable genome,kinase,serine threonine kinase
BRD2	I-BET151	inhibitor	GuideToPharmacologyInteractions	Druggable genome,kinase,serine threonine kinase
BRD2	I-BET-762	inhibitor	GuideToPharmacologyInteractions	Druggable genome,kinase,serine threonine kinase
BRD2	LY 294002	inhibitor	GuideToPharmacologyInteractions	Druggable genome,kinase,serine threonine kinase
BRD2	PMA		NCI	Druggable genome,kinase,serine threonine kinase
MMP16	Marimastat	inhibitor	DrugBank	Cell surface,druggable genome,neutral zinc metallopeptidase,protease
MMP16	Batimastat		DrugBank	Cell surface,druggable genome,neutral zinc metallopeptidase,protease
MMP16	ILOMASTAT	inhibitor	GuideToPharmacologyInteractions	Cell surface,druggable genome,neutral zinc metallopeptidase,protease
MMP16	SL422	inhibitor	GuideToPharmacologyInteractions	Cell surface,druggable genome,neutral zinc metallopeptidase,protease
NT5C2	Adenosine triphosphate		DrugBank	Drug metabolism,kinase
NT5C2	Ribavirin	inducer	DrugBank	Drug metabolism,kinase
NT5C2	6-THIOGUANINE		CIViC	Drug metabolism,kinase
NT5C2	6-MERCAPTOPURINE		CIViC	Drug metabolism,kinase
CHRNA2	METOCURINE IODIDE	antagonist	TTD	Druggable genome,ion channel,transporter
CHRNA2	Metocurine Iodide	antagonist	DrugBank	Druggable genome,ion channel,transporter
CHRNA2	METOCURINE IODIDE		TEND	Druggable genome,ion channel,transporter
CHRNA2	METOCURINE IODIDE		TdgClinicalTrial	Druggable genome,ion channel,transporter
CHRNA2	Gallamine Triethiodide	antagonist	DrugBank	Druggable genome,ion channel,transporter
CHRNA2	GALLAMINE TRIETHIODIDE		TEND	Druggable genome,ion channel,transporter
CHRNA2	GALLAMINE TRIETHIODIDE		TdgClinicalTrial	Druggable genome,ion channel,transporter
CHRNA2	Mecamylamine	inhibitor	DrugBank	Druggable genome,ion channel,transporter
CHRNA2	Procaine	antagonist	DrugBank	Druggable genome,ion channel,transporter
CHRNA2	Atracurium besylate	inhibitor	DrugBank	Druggable genome,ion channel,transporter
CHRNA2	Doxacurium chloride	antagonist	DrugBank	Druggable genome,ion channel,transporter
CHRNA2	DOXACURIUM CHLORIDE		TdgClinicalTrial	Druggable genome,ion channel,transporter
CHRNA2	DOXACURIUM CHLORIDE	antagonist	TTD	Druggable genome,ion channel,transporter
CHRNA2	DOXACURIUM CHLORIDE		TEND	Druggable genome,ion channel,transporter
CHRNA2	TUBOCURARINE		TdgClinicalTrial	Druggable genome,ion channel,transporter
CHRNA2	Tubocurarine	antagonist	DrugBank	Druggable genome,ion channel,transporter
CHRNA2	TUBOCURARINE		TEND	Druggable genome,ion channel,transporter
CHRNA2	Mivacurium	antagonist	DrugBank	Druggable genome,ion channel,transporter
CHRNA2	MIVACURIUM		TEND	Druggable genome,ion channel,transporter
CHRNA2	MIVACURIUM		TdgClinicalTrial	Druggable genome,ion channel,transporter
CHRNA2	Decamethonium	partial agonist	DrugBank	Druggable genome,ion channel,transporter
CHRNA2	DECAMETHONIUM	antagonist	TTD	Druggable genome,ion channel,transporter
CHRNA2	DECAMETHONIUM		TdgClinicalTrial	Druggable genome,ion channel,transporter
CHRNA2	DECAMETHONIUM		TEND	Druggable genome,ion channel,transporter
CHRNA2	Metocurine	antagonist	DrugBank	Druggable genome,ion channel,transporter
CHRNA2	METOCURINE		TdgClinicalTrial	Druggable genome,ion channel,transporter
CHRNA2	METOCURINE		TEND	Druggable genome,ion channel,transporter
CHRNA2	METOCURINE	antagonist	TTD	Druggable genome,ion channel,transporter
CHRNA2	Pipecuronium	antagonist	DrugBank	Druggable genome,ion channel,transporter
CHRNA2	PIPECURONIUM		TEND	Druggable genome,ion channel,transporter
CHRNA2	PIPECURONIUM	antagonist	TTD	Druggable genome,ion channel,transporter
CHRNA2	PIPECURONIUM		TdgClinicalTrial	Druggable genome,ion channel,transporter
CHRNA2	[125I]EPIBATIDINE	agonist	GuideToPharmacologyInteractions	Druggable genome,ion channel,transporter
CHRNA2	[3H]EPIBATIDINE	agonist	GuideToPharmacologyInteractions	Druggable genome,ion channel,transporter
CHRNA2	CP-601927	agonist	GuideToPharmacologyInteractions	Druggable genome,ion channel,transporter
CHRNA2	HEXAMETHONIUM	channel blocker	GuideToPharmacologyInteractions	Druggable genome,ion channel,transporter
CHRNA2	ATRACURIUM		TdgClinicalTrial	Druggable genome,ion channel,transporter
CHRNA2	ATRACURIUM		TEND	Druggable genome,ion channel,transporter
CHRNA2	CISATRACURIUM BESYLATE		TdgClinicalTrial	Druggable genome,ion channel,transporter
CHRNA2	CISATRACURIUM BESYLATE		TEND	Druggable genome,ion channel,transporter
CHRNA2	DOXACURIUM		TdgClinicalTrial	Druggable genome,ion channel,transporter
CHRNA2	DOXACURIUM		TEND	Druggable genome,ion channel,transporter
CHRNA2	CARBACHOL	antagonist	TTD	Druggable genome,ion channel,transporter
CHRNA2	ROCURONIUM	antagonist	TTD	Druggable genome,ion channel,transporter
CHRNA2	ROCURONIUM		TdgClinicalTrial	Druggable genome,ion channel,transporter
CHRNA2	ROCURONIUM		TEND	Druggable genome,ion channel,transporter
CHRNA2	PANCURONIUM		TdgClinicalTrial	Druggable genome,ion channel,transporter
CHRNA2	PANCURONIUM		TEND	Druggable genome,ion channel,transporter
CHRNA2	VECURONIUM	antagonist	TTD	Druggable genome,ion channel,transporter
CHRNA2	GANTACURIUM		TdgClinicalTrial	Druggable genome,ion channel,transporter
CHRNA2	NICOTINE		TdgClinicalTrial	Druggable genome,ion channel,transporter
CHRNA2	NICOTINE		TEND	Druggable genome,ion channel,transporter
CHRNA2	BIPERIDEN		TEND	Druggable genome,ion channel,transporter
CHRNA2	BIPERIDEN		TdgClinicalTrial	Druggable genome,ion channel,transporter
CHRNA2	LEVALLORPHAN	antagonist	TTD	Druggable genome,ion channel,transporter
POU5F1	ETHANOL		NCI	
ARL3	Guanosine-5'-Diphosphate		DrugBank	
FLOT1	CARBAMAZEPINE		PharmGKB	
VLDLR	Lauric Acid		DrugBank	Kinase,transporter
EPHX2	N-Cyclohexyl-N'-(4-Iodophenyl)Urea		DrugBank	Drug metabolism,druggable genome
EPHX2	N-Cyclohexyl-N'-Decylurea		DrugBank	Drug metabolism,druggable genome
EPHX2	N-Cyclohexyl-N'-(Propyl)Phenyl Urea		DrugBank	Drug metabolism,druggable genome
EPHX2	N-[(CYCLOHEXYLAMINO)CARBONYL]GLYCINE		DrugBank	Drug metabolism,druggable genome
EPHX2	4-{[(CYCLOHEXYLAMINO)CARBONYL]AMINO}BUTANOIC ACID		DrugBank	Drug metabolism,druggable genome
EPHX2	6-{[(CYCLOHEXYLAMINO)CARBONYL]AMINO}HEXANOIC ACID		DrugBank	Drug metabolism,druggable genome
EPHX2	AR9281		TdgClinicalTrial	Drug metabolism,druggable genome
PBRM1	Everolimus		CGI	Clinically actionable
PSEN1	GSI-136		TdgClinicalTrial	Cell surface,druggable genome,ion channel,kinase,protease,serine threonine kinase,transporter,tyrosine kinase
PSEN1	PMA		NCI	Cell surface,druggable genome,ion channel,kinase,protease,serine threonine kinase,transporter,tyrosine kinase
PSEN1	BMS-708163		TdgClinicalTrial	Cell surface,druggable genome,ion channel,kinase,protease,serine threonine kinase,transporter,tyrosine kinase
PSEN1	AVAGACESTAT	inhibitor	GuideToPharmacologyInteractions	Cell surface,druggable genome,ion channel,kinase,protease,serine threonine kinase,transporter,tyrosine kinase
PSEN1	AVAGACESTAT	inhibitor	ChemblInteractions	Cell surface,druggable genome,ion channel,kinase,protease,serine threonine kinase,transporter,tyrosine kinase
PSEN1	BEGACESTAT	inhibitor	ChemblInteractions	Cell surface,druggable genome,ion channel,kinase,protease,serine threonine kinase,transporter,tyrosine kinase
PSEN1	BEGACESTAT	inhibitor	GuideToPharmacologyInteractions	Cell surface,druggable genome,ion channel,kinase,protease,serine threonine kinase,transporter,tyrosine kinase
PSEN1	ELND006	inhibitor	GuideToPharmacologyInteractions	Cell surface,druggable genome,ion channel,kinase,protease,serine threonine kinase,transporter,tyrosine kinase
PSEN1	SCH-900229	inhibitor	GuideToPharmacologyInteractions	Cell surface,druggable genome,ion channel,kinase,protease,serine threonine kinase,transporter,tyrosine kinase
PSEN1	SEMAGACESTAT	inhibitor	GuideToPharmacologyInteractions	Cell surface,druggable genome,ion channel,kinase,protease,serine threonine kinase,transporter,tyrosine kinase
PSEN1	SEMAGACESTAT		TdgClinicalTrial	Cell surface,druggable genome,ion channel,kinase,protease,serine threonine kinase,transporter,tyrosine kinase
PSEN1	SEMAGACESTAT	inhibitor	ChemblInteractions	Cell surface,druggable genome,ion channel,kinase,protease,serine threonine kinase,transporter,tyrosine kinase
PSEN1	BMS-299897		TdgClinicalTrial	Cell surface,druggable genome,ion channel,kinase,protease,serine threonine kinase,transporter,tyrosine kinase
PSEN1	E2012		TdgClinicalTrial	Cell surface,druggable genome,ion channel,kinase,protease,serine threonine kinase,transporter,tyrosine kinase
PSEN1	PF03084014	inhibitor	TALC	Cell surface,druggable genome,ion channel,kinase,protease,serine threonine kinase,transporter,tyrosine kinase
PSEN1	TARENFLURBIL	modulator	ChemblInteractions	Cell surface,druggable genome,ion channel,kinase,protease,serine threonine kinase,transporter,tyrosine kinase
MCCC1	Biotin		DrugBank	
PSMA6	BORTEZOMIB	inhibitor	MyCancerGenome	Druggable genome,protease,transcription factor binding,tumor suppressor
PSMA6	BORTEZOMIB	inhibitor	ChemblInteractions	Druggable genome,protease,transcription factor binding,tumor suppressor
PSMA6	OPROZOMIB	inhibitor	ChemblInteractions	Druggable genome,protease,transcription factor binding,tumor suppressor
PSMA6	MARIZOMIB	inhibitor	ChemblInteractions	Druggable genome,protease,transcription factor binding,tumor suppressor
PSMA6	CARFILZOMIB	inhibitor	ChemblInteractions	Druggable genome,protease,transcription factor binding,tumor suppressor
PSMA6	CARFILZOMIB	inhibitor	MyCancerGenome	Druggable genome,protease,transcription factor binding,tumor suppressor
PSMA6	IXAZOMIB CITRATE	inhibitor	ChemblInteractions	Druggable genome,protease,transcription factor binding,tumor suppressor
C4B	Immune Globulin Human	binder	DrugBank	Druggable genome,protease,protease inhibitor
GCDH	Flavin adenine dinucleotide		DrugBank	
BRSK2	CCT244747	inhibitor	GuideToPharmacologyInteractions	Druggable genome,kinase,serine threonine kinase
BRSK2	SU6656	inhibitor	GuideToPharmacologyInteractions	Druggable genome,kinase,serine threonine kinase
ACHE	DONEPEZIL HYDROCHLORIDE	inhibitor	ChemblInteractions	Cell surface,druggable genome
ACHE	ECHOTHIOPHATE IODIDE	inhibitor	ChemblInteractions	Cell surface,druggable genome
ACHE	EDROPHONIUM	inhibitor	GuideToPharmacologyInteractions	Cell surface,druggable genome
ACHE	EDROPHONIUM		TEND	Cell surface,druggable genome
ACHE	Edrophonium	inhibitor	DrugBank	Cell surface,druggable genome
ACHE	EDROPHONIUM		TdgClinicalTrial	Cell surface,druggable genome
ACHE	EDROPHONIUM	inhibitor	TTD	Cell surface,druggable genome
ACHE	Choline	product of	DrugBank	Cell surface,druggable genome
ACHE	Tacrine	inhibitor	DrugBank	Cell surface,druggable genome
ACHE	TACRINE		TEND	Cell surface,druggable genome
ACHE	TACRINE		TdgClinicalTrial	Cell surface,druggable genome
ACHE	TACRINE	inhibitor	GuideToPharmacologyInteractions	Cell surface,druggable genome
ACHE	Dipivefrin		DrugBank	Cell surface,druggable genome
ACHE	Gallamine Triethiodide	inhibitor	DrugBank	Cell surface,druggable genome
ACHE	ISOFLUROPHATE	inhibitor	TTD	Cell surface,druggable genome
ACHE	Isoflurophate	inhibitor	DrugBank	Cell surface,druggable genome
ACHE	ISOFLUROPHATE	inhibitor	ChemblInteractions	Cell surface,druggable genome
ACHE	Minaprine	inhibitor	DrugBank	Cell surface,druggable genome
ACHE	Demecarium	inhibitor	DrugBank	Cell surface,druggable genome
ACHE	PHYSOSTIGMINE		TdgClinicalTrial	Cell surface,druggable genome
ACHE	Physostigmine	inhibitor	DrugBank	Cell surface,druggable genome
ACHE	PHYSOSTIGMINE	inhibitor	TTD	Cell surface,druggable genome
ACHE	PHYSOSTIGMINE		TEND	Cell surface,druggable genome
ACHE	PHYSOSTIGMINE	inhibitor	GuideToPharmacologyInteractions	Cell surface,druggable genome
ACHE	AMBENONIUM	inhibitor	TTD	Cell surface,druggable genome
ACHE	Ambenonium	inhibitor	DrugBank	Cell surface,druggable genome
ACHE	AMBENONIUM		TdgClinicalTrial	Cell surface,druggable genome
ACHE	AMBENONIUM		TEND	Cell surface,druggable genome
ACHE	Tubocurarine	inhibitor	DrugBank	Cell surface,druggable genome
ACHE	Decamethonium	inhibitor	DrugBank	Cell surface,druggable genome
ACHE	Propidium		DrugBank	Cell surface,druggable genome
ACHE	(4ar,6s,8ar)-11-[8-(1,3-Dioxo-1,3-Dihydro-2h-Isoindol-2-Yl)Octyl]-6-Hydroxy-3-Methoxy-5,6,9,10-Tetrahydro-4ah-[1]Benzofuro[3a,3,2-Ef][2]Benzazepin-11-Ium		DrugBank	Cell surface,druggable genome
ACHE	3,8-Diamino-6-Phenyl-5-[6-[1-[2-[(1,2,3,4-Tetrahydro-9-Acridinyl)Amino]Ethyl]-1h-1,2,3-Triazol-5-Yl]Hexyl]-Phenanthridinium		DrugBank	Cell surface,druggable genome
ACHE	Huperzine B		DrugBank	Cell surface,druggable genome
ACHE	M-(N,N,N-Trimethylammonio)-2,2,2-Trifluoro-1,1-Dihydroxyethylbenzene		DrugBank	Cell surface,druggable genome
ACHE	3-Chloro-9-Ethyl-6,7,8,9,10,11-Hexahydro-7,11-Methanocycloocta[B]Quinolin-12-Amine		DrugBank	Cell surface,druggable genome
ACHE	TACRINE(8)-4-AMINOQUINOLINE		DrugBank	Cell surface,druggable genome
ACHE	Zanapezil		DrugBank	Cell surface,druggable genome
ACHE	Huperzine A		DrugBank	Cell surface,druggable genome
ACHE	Huperzine-A		DrugBank	Cell surface,druggable genome
ACHE	HUPERZINE-A		TdgClinicalTrial	Cell surface,druggable genome
ACHE	Phenserine		DrugBank	Cell surface,druggable genome
ACHE	PHENSERINE		TdgClinicalTrial	Cell surface,druggable genome
ACHE	1-BENZYL-4-[(5,6-DIMETHOXY-1-INDANON-2-YL)METHYL]PIPERIDINE		DrugBank	Cell surface,druggable genome
ACHE	1-[3-({[(4-AMINO-5-FLUORO-2-METHYLQUINOLIN-3-YL)METHYL]THIO}METHYL)PHENYL]-2,2,2-TRIFLUOROETHANE-1,1-DIOL		DrugBank	Cell surface,druggable genome
ACHE	1-ETHOXY-2-(2-ETHOXYETHOXY)ETHANE		DrugBank	Cell surface,druggable genome
ACHE	Dimetacrine	antagonist	DrugBank	Cell surface,druggable genome
ACHE	6-AMINONICOTINAMIDE		NCI	Cell surface,druggable genome
ACHE	6-THIOGUANINE		NCI	Cell surface,druggable genome
ACHE	8-AZAGUANINE		NCI	Cell surface,druggable genome
ACHE	ECHOTHIOPHATE	inhibitor	ChemblInteractions	Cell surface,druggable genome
ACHE	ECHOTHIOPHATE	inhibitor	GuideToPharmacologyInteractions	Cell surface,druggable genome
ACHE	NEOSTIGMINE METHYLSULFATE	inhibitor	ChemblInteractions	Cell surface,druggable genome
ACHE	HEXAFLUORENIUM BROMIDE	inhibitor	ChemblInteractions	Cell surface,druggable genome
ACHE	PYRIDOSTIGMINE BROMIDE	inhibitor	ChemblInteractions	Cell surface,druggable genome
ACHE	GALANTAMINE HYDROBROMIDE	inhibitor	ChemblInteractions	Cell surface,druggable genome
ACHE	EDROPHONIUM CHLORIDE	inhibitor	ChemblInteractions	Cell surface,druggable genome
ACHE	DEMECARIUM BROMIDE	inhibitor	ChemblInteractions	Cell surface,druggable genome
ACHE	DEMECARIUM BROMIDE		TEND	Cell surface,druggable genome
ACHE	DEMECARIUM BROMIDE		TdgClinicalTrial	Cell surface,druggable genome
ACHE	PRALIDOXIME CHLORIDE	activator	ChemblInteractions	Cell surface,druggable genome
ACHE	GALANTAMINE	inhibitor	TTD	Cell surface,druggable genome
ACHE	GALANTAMINE		TdgClinicalTrial	Cell surface,druggable genome
ACHE	GALANTAMINE		TEND	Cell surface,druggable genome
ACHE	GALANTAMINE	inhibitor	GuideToPharmacologyInteractions	Cell surface,druggable genome
ACHE	PYRIDOSTIGMINE	inhibitor	GuideToPharmacologyInteractions	Cell surface,druggable genome
ACHE	PYRIDOSTIGMINE	inhibitor	TTD	Cell surface,druggable genome
ACHE	PYRIDOSTIGMINE		TEND	Cell surface,druggable genome
ACHE	PYRIDOSTIGMINE		TdgClinicalTrial	Cell surface,druggable genome
ACHE	RIVASTIGMINE		TEND	Cell surface,druggable genome
ACHE	RIVASTIGMINE	inhibitor	TTD	Cell surface,druggable genome
ACHE	RIVASTIGMINE	inhibitor	ChemblInteractions	Cell surface,druggable genome
ACHE	RIVASTIGMINE		TdgClinicalTrial	Cell surface,druggable genome
ACHE	RIVASTIGMINE	inhibitor	GuideToPharmacologyInteractions	Cell surface,druggable genome
ACHE	NEOSTIGMINE		TEND	Cell surface,druggable genome
ACHE	NEOSTIGMINE	inhibitor	TTD	Cell surface,druggable genome
ACHE	NEOSTIGMINE		TdgClinicalTrial	Cell surface,druggable genome
ACHE	NEOSTIGMINE	inhibitor	GuideToPharmacologyInteractions	Cell surface,druggable genome
ACHE	ACOTIAMIDE		TdgClinicalTrial	Cell surface,druggable genome
ACHE	DONEPEZIL	inhibitor	TTD	Cell surface,druggable genome
ACHE	DONEPEZIL		TEND	Cell surface,druggable genome
ACHE	DONEPEZIL		TdgClinicalTrial	Cell surface,druggable genome
ACHE	DONEPEZIL	inhibitor	GuideToPharmacologyInteractions	Cell surface,druggable genome
ACHE	AMBENONIUM CHLORIDE	inhibitor	ChemblInteractions	Cell surface,druggable genome
ACHE	TACRINE HYDROCHLORIDE	inhibitor	ChemblInteractions	Cell surface,druggable genome
ACHE	BETAMETHASONE		NCI	Cell surface,druggable genome
ACHE	GALACTITOL		NCI	Cell surface,druggable genome
ACHE	MAGNESIUM CHLORIDE		NCI	Cell surface,druggable genome
ACHE	METHADONE		NCI	Cell surface,druggable genome
ACHE	LATREPIRDINE		TdgClinicalTrial	Cell surface,druggable genome
ACHE	MALATHION	inhibitor	TTD	Cell surface,druggable genome
ACHE	RIVASTIGMINE TARTRATE	inhibitor	ChemblInteractions	Cell surface,druggable genome
ACHE	ITOPRIDE		TdgClinicalTrial	Cell surface,druggable genome
ACHE	PRALIDOXIME	inhibitor	GuideToPharmacologyInteractions	Cell surface,druggable genome
HCP5	ABACAVIR		PharmGKB	
HCP5	FLUCLOXACILLIN		PharmGKB	
ERBB2	LAPATINIB		TdgClinicalTrial	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ERBB2	LAPATINIB		PharmGKB	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ERBB2	Lapatinib		CKB	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ERBB2	Lapatinib		FDA	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ERBB2	LAPATINIB	inhibitor	GuideToPharmacologyInteractions	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ERBB2	Lapatinib	antagonist	DrugBank	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ERBB2	GW2016		NCI	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ERBB2	Lapatinib		OncoKB	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ERBB2	LAPATINIB	inhibitor	MyCancerGenome	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ERBB2	LAPATINIB	inhibitor	TALC	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ERBB2	LAPATINIB		ClearityFoundationBiomarkers	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ERBB2	LAPATINIB		TEND	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
