Gene_Name	Drug_Name	Interaction_Type	Source	Gene_Categories
ALK	Alectinib		CGI	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	ALECTINIB	inhibitor	GuideToPharmacologyInteractions	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	Alectinib		OncoKB	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	Alectinib	inhibitor	DrugBank	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	Alectinib		FDA	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	ALECTINIB	inhibitor	MyCancerGenome	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	CHS424802	inhibitor	TALC	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	ALECTINIB (CH5424802)		CIViC	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	CH5424802		CIViC	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	ALECTINIB		CIViC	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	Alectinib		CKB	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	CRIZOTINIB	inhibitor	MyCancerGenome	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	CRIZOTINIB	inhibitor	TALC	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	CRIZOTINIB	inhibitor	MyCancerGenomeClinicalTrial	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	Crizotinib		CGI	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	CRIZOTINIB		DoCM	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	CRIZOTINIB	inhibitor	GuideToPharmacologyInteractions	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	CRIZOTINIB	inhibitor	CancerCommons	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	Crizotinib	inhibitor	DrugBank	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	Crizotinib		OncoKB	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	CRIZOTINIB		PharmGKB	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	CRIZOTINIB		TdgClinicalTrial	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	CRIZOTINIB	inhibitor	ChemblInteractions	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	CRIZOTINIB		CIViC	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	Crizotinib		CKB	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	Adenosine triphosphate		DrugBank	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	DOXORUBICIN		NCI	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	Doxorubicin		CKB	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	IMATINIB		NCI	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	Entrectinib		CKB	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	Entrectinib		OncoKB	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	ENTRECTINIB		CIViC	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	AP26113	inhibitor	TALC	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	AP26113	inhibitor	MyCancerGenome	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	BRIGATINIB		CIViC	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	Brigatinib		OncoKB	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	AP26113	inhibitor	MyCancerGenomeClinicalTrial	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	BRIGATINIB	inhibitor	ChemblInteractions	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	AP26113		CKB	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	BRIGATINIB	inhibitor	GuideToPharmacologyInteractions	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	Brigatinib		FDA	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	ALECTINIB HYDROCHLORIDE	inhibitor	ChemblInteractions	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	ASP-3026	inhibitor	ChemblInteractions	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	ASP3026	inhibitor	MyCancerGenome	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	ASP3026	inhibitor	CancerCommons	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	ASP3026		CKB	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	CEP-37440	inhibitor	ChemblInteractions	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	X-396	inhibitor	ChemblInteractions	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	X-396	inhibitor	TALC	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	X-396	inhibitor	MyCancerGenome	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	X-396	inhibitor	CancerCommons	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	X-396		CKB	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	CRENOLANIB	inhibitor	MyCancerGenomeClinicalTrial	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	GANETESPIB	inhibitor	MyCancerGenomeClinicalTrial	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	WHI-P154		CIViC	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	AUY922		CIViC	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	AUY922		CKB	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	PF-06463922		CKB	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	LORLATINIB		CIViC	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	TAE684		CIViC	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	TAE684		CKB	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	NVP-TAE684	inhibitor	GuideToPharmacologyInteractions	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	PEMETREXED		CIViC	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	Cyclophosphamide		CKB	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	Topotecan		CKB	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	Dalantercept		CKB	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	dalantercept		CKB	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	Pembrolizumab		CKB	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	Atezolizumab		CKB	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	Durvalumab		CKB	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	Nivolumab		CKB	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	Selumetinib		CKB	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	Saracatinib		CKB	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	Onalespib		CKB	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	GSK-1838705A	inhibitor	GuideToPharmacologyInteractions	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	LORLANTINIB	inhibitor	GuideToPharmacologyInteractions	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
ALK	Brentuximab Vedotin		FDA	Clinically actionable,druggable genome,kinase,serine threonine kinase,tyrosine kinase
XPNPEP3	TOSEDOSTAT	inhibitor	ChemblInteractions	Druggable genome,neutral zinc metallopeptidase,protease
SOX10	VEMURAFENIB		CIViC	Clinically actionable,drug resistance,transcription factor binding
EP300	C646	inhibitor	GuideToPharmacologyInteractions	Clinically actionable,dna repair,druggable genome,histone modification,transcription factor binding,transcription factor complex,tumor suppressor
EP300	CURCUMIN	inhibitor	GuideToPharmacologyInteractions	Clinically actionable,dna repair,druggable genome,histone modification,transcription factor binding,transcription factor complex,tumor suppressor
EP300	EPIGALLOCATECHIN-3-GALLATE	inhibitor	GuideToPharmacologyInteractions	Clinically actionable,dna repair,druggable genome,histone modification,transcription factor binding,transcription factor complex,tumor suppressor
EP300	GARCINOL	inhibitor	GuideToPharmacologyInteractions	Clinically actionable,dna repair,druggable genome,histone modification,transcription factor binding,transcription factor complex,tumor suppressor
EP300	PLUMBAGIN	inhibitor	GuideToPharmacologyInteractions	Clinically actionable,dna repair,druggable genome,histone modification,transcription factor binding,transcription factor complex,tumor suppressor
PRSS53	ACENOCOUMAROL		PharmGKB	Druggable genome,protease
PRSS53	PHENPROCOUMON		PharmGKB	Druggable genome,protease
KAT8	MG149	inhibitor	GuideToPharmacologyInteractions	Histone modification,transcription factor binding
ITGAX	PMA		NCI	Cell surface,druggable genome
VKORC1	PHENINDIONE		TEND	Drug metabolism,druggable genome
VKORC1	Phenindione	inhibitor	DrugBank	Drug metabolism,druggable genome
VKORC1	PHENINDIONE	inhibitor	GuideToPharmacologyInteractions	Drug metabolism,druggable genome
VKORC1	PHENINDIONE	inhibitor	ChemblInteractions	Drug metabolism,druggable genome
VKORC1	PHENINDIONE	inhibitor	TTD	Drug metabolism,druggable genome
VKORC1	PHENINDIONE		TdgClinicalTrial	Drug metabolism,druggable genome
VKORC1	MENADIONE		TEND	Drug metabolism,druggable genome
VKORC1	MENADIONE		TdgClinicalTrial	Drug metabolism,druggable genome
VKORC1	Menadione	cofactor	DrugBank	Drug metabolism,druggable genome
VKORC1	DICUMAROL	inhibitor	TTD	Drug metabolism,druggable genome
VKORC1	DICUMAROL		TdgClinicalTrial	Drug metabolism,druggable genome
VKORC1	Dicoumarol	inhibitor	DrugBank	Drug metabolism,druggable genome
VKORC1	DICUMAROL	inhibitor	GuideToPharmacologyInteractions	Drug metabolism,druggable genome
VKORC1	DICUMAROL	inhibitor	ChemblInteractions	Drug metabolism,druggable genome
VKORC1	DICUMAROL		TEND	Drug metabolism,druggable genome
VKORC1	PHENPROCOUMON	inhibitor	ChemblInteractions	Drug metabolism,druggable genome
VKORC1	Phenprocoumon	inhibitor	DrugBank	Drug metabolism,druggable genome
VKORC1	PHENPROCOUMON	inhibitor	GuideToPharmacologyInteractions	Drug metabolism,druggable genome
VKORC1	PHENPROCOUMON	inhibitor	TTD	Drug metabolism,druggable genome
VKORC1	PHENPROCOUMON		TEND	Drug metabolism,druggable genome
VKORC1	PHENPROCOUMON		TdgClinicalTrial	Drug metabolism,druggable genome
VKORC1	PHENPROCOUMON		PharmGKB	Drug metabolism,druggable genome
VKORC1	Acenocoumarol	inhibitor	DrugBank	Drug metabolism,druggable genome
VKORC1	ACENOCOUMAROL		TdgClinicalTrial	Drug metabolism,druggable genome
VKORC1	ACENOCOUMAROL		TEND	Drug metabolism,druggable genome
VKORC1	ACENOCOUMAROL	inhibitor	TTD	Drug metabolism,druggable genome
VKORC1	ALITRETINOIN	inhibitor	GuideToPharmacologyInteractions	Drug metabolism,druggable genome
VKORC1	WARFARIN	inhibitor	GuideToPharmacologyInteractions	Drug metabolism,druggable genome
VKORC1	WARFARIN		TEND	Drug metabolism,druggable genome
VKORC1	WARFARIN		TdgClinicalTrial	Drug metabolism,druggable genome
VKORC1	WARFARIN	inhibitor	TTD	Drug metabolism,druggable genome
VKORC1	Warfarin		FDA	Drug metabolism,druggable genome
VKORC1	WARFARIN POTASSIUM	inhibitor	ChemblInteractions	Drug metabolism,druggable genome
VKORC1	WARFARIN SODIUM	inhibitor	ChemblInteractions	Drug metabolism,druggable genome
VKORC1	COUMARIN		PharmGKB	Drug metabolism,druggable genome
VKORC1	TECARFARIN		TdgClinicalTrial	Drug metabolism,druggable genome
STX4	PHENPROCOUMON		PharmGKB	Cell surface,phospholipase
DNMT1	5-AZACYTIDINE		NCI	Clinically actionable,druggable genome,histone modification
DNMT1	Azacitidine	inhibitor	DrugBank	Clinically actionable,druggable genome,histone modification
DNMT1	AZACITIDINE		TdgClinicalTrial	Clinically actionable,druggable genome,histone modification
DNMT1	AZACITIDINE		TEND	Clinically actionable,druggable genome,histone modification
DNMT1	AZACITIDINE	inhibitor	ChemblInteractions	Clinically actionable,druggable genome,histone modification
DNMT1	Flucytosine	other	DrugBank	Clinically actionable,druggable genome,histone modification
DNMT1	BROMO-DEAZA-SAH	inhibitor	GuideToPharmacologyInteractions	Clinically actionable,druggable genome,histone modification
DNMT1	DECITABINE		TEND	Clinically actionable,druggable genome,histone modification
DNMT1	DECITABINE		CIViC	Clinically actionable,druggable genome,histone modification
DNMT1	Decitabine	inhibitor	DrugBank	Clinically actionable,druggable genome,histone modification
DNMT1	DECITABINE		TdgClinicalTrial	Clinically actionable,druggable genome,histone modification
DNMT1	DECITABINE	inhibitor	ChemblInteractions	Clinically actionable,druggable genome,histone modification
DNMT1	5-FLUORODEOXYURIDINE		NCI	Clinically actionable,druggable genome,histone modification
DNMT1	ARSENIC TRIOXIDE		NCI	Clinically actionable,druggable genome,histone modification
DNMT1	DIETHYLSTILBESTROL		NCI	Clinically actionable,druggable genome,histone modification
DNMT1	HYDROXYUREA		NCI	Clinically actionable,druggable genome,histone modification
DNMT1	MITOXANTRONE		NCI	Clinically actionable,druggable genome,histone modification
DNMT1	ZEBULARINE		NCI	Clinically actionable,druggable genome,histone modification
DNMT1	IFOSFAMIDE		TEND	Clinically actionable,druggable genome,histone modification
DNMT1	IFOSFAMIDE		TdgClinicalTrial	Clinically actionable,druggable genome,histone modification
PTH1R	ALX1-11		TdgClinicalTrial	Druggable genome,g protein coupled receptor
PTH1R	PARATHYROID HORMONE		TdgClinicalTrial	Druggable genome,g protein coupled receptor
PTH1R	Parathyroid hormone	activator	DrugBank	Druggable genome,g protein coupled receptor
PTH1R	PARATHYROID HORMONE	agonist	ChemblInteractions	Druggable genome,g protein coupled receptor
PTH1R	H-PTH 1-34		TdgClinicalTrial	Druggable genome,g protein coupled receptor
PTH1R	Teriparatide	binder	DrugBank	Druggable genome,g protein coupled receptor
PTH1R	TERIPARATIDE		TdgClinicalTrial	Druggable genome,g protein coupled receptor
PTH1R	TERIPARATIDE	binder	TTD	Druggable genome,g protein coupled receptor
PTH1R	TERIPARATIDE		TEND	Druggable genome,g protein coupled receptor
PTH1R	TERIPARATIDE	agonist	ChemblInteractions	Druggable genome,g protein coupled receptor
PTH1R	17 BETA-ESTRADIOL		NCI	Druggable genome,g protein coupled receptor
PTH1R	DEXAMETHASONE		NCI	Druggable genome,g protein coupled receptor
PTH1R	TERIPARATIDE ACETATE	agonist	ChemblInteractions	Druggable genome,g protein coupled receptor
ABL2	Adenosine triphosphate	inhibitor	DrugBank	Druggable genome,kinase,phospholipase,tyrosine kinase
ABL2	ADENOSINE TRIPHOSPHATE	inhibitor	TTD	Druggable genome,kinase,phospholipase,tyrosine kinase
ABL2	DASATINIB		TEND	Druggable genome,kinase,phospholipase,tyrosine kinase
